PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,SHOT_ZONE_BASIC,ACTION_TYPE,SHOT_ATTEMPTED_FLAG
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1631209,Isaiah Wong,1610612737,Atlanta Hawks,Right Corner 3,Step Back Jump shot,1
1643652,Jevon Porter,1610612763,Memphis Grizzlies,Right Corner 3,Jump Shot,1
1642947,Eli Ndiaye,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1643720,Jestin Porter,1610612763,Memphis Grizzlies,Above the Break 3,Step Back Jump shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,Restricted Area,Layup Shot,1
1631209,Isaiah Wong,1610612737,Atlanta Hawks,Right Corner 3,Jump Shot,1
1643724,Isaac McKneely,1610612737,Atlanta Hawks,Right Corner 3,Jump Shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,Mid-Range,Pullup Jump shot,1
1643617,Zach Cleveland,1610612763,Memphis Grizzlies,Above the Break 3,Step Back Jump shot,1
1643724,Isaac McKneely,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1642045,Devon Higgs,1610612737,Atlanta Hawks,In The Paint (Non-RA),Fadeaway Jump Shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Layup Shot,1
1643720,Jestin Porter,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Driving Layup Shot,1
1643133,Lawson Lovering,1610612763,Memphis Grizzlies,Restricted Area,Putback Layup Shot,1
1642045,Devon Higgs,1610612737,Atlanta Hawks,In The Paint (Non-RA),Driving Layup Shot,1
1642045,Devon Higgs,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1643724,Isaac McKneely,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1643539,Henri Veesaar,1610612737,Atlanta Hawks,Restricted Area,Reverse Dunk Shot,1
1643539,Henri Veesaar,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1642484,RayJ Dennis,1610612737,Atlanta Hawks,Above the Break 3,Pullup Jump shot,1
1643628,Kobe Knox,1610612737,Atlanta Hawks,Restricted Area,Putback Layup Shot,1
1643721,Carson Cooper,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1643721,Carson Cooper,1610612763,Memphis Grizzlies,Restricted Area,Cutting Layup Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1643628,Kobe Knox,1610612737,Atlanta Hawks,Right Corner 3,Jump Shot,1
1643721,Carson Cooper,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1631210,Jacob Toppin,1610612737,Atlanta Hawks,In The Paint (Non-RA),Driving Floating Jump Shot,1
1642947,Eli Ndiaye,1610612737,Atlanta Hawks,In The Paint (Non-RA),Turnaround Jump Shot,1
1643652,Jevon Porter,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Turnaround Jump Shot,1
1631209,Isaiah Wong,1610612737,Atlanta Hawks,Restricted Area,Layup Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1631209,Isaiah Wong,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Mid-Range,Floating Jump shot,1
1643652,Jevon Porter,1610612763,Memphis Grizzlies,Above the Break 3,Step Back Jump shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Running Layup Shot,1
1643083,Zeke Mayo,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1643721,Carson Cooper,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Turnaround Hook Shot,1
1643723,Cameron Corhen,1610612737,Atlanta Hawks,In The Paint (Non-RA),Driving Floating Jump Shot,1
1643083,Zeke Mayo,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1643720,Jestin Porter,1610612763,Memphis Grizzlies,Above the Break 3,Step Back Jump shot,1
1643539,Henri Veesaar,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Mid-Range,Pullup Jump shot,1
1631210,Jacob Toppin,1610612737,Atlanta Hawks,Mid-Range,Turnaround Jump Shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1643133,Lawson Lovering,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Layup Shot,1
1643652,Jevon Porter,1610612763,Memphis Grizzlies,Restricted Area,Putback Layup Shot,1
1631209,Isaiah Wong,1610612737,Atlanta Hawks,Mid-Range,Jump Shot,1
1642484,RayJ Dennis,1610612737,Atlanta Hawks,In The Paint (Non-RA),Jump Shot,1
1643133,Lawson Lovering,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Floating Jump shot,1
1643724,Isaac McKneely,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,Restricted Area,Driving Reverse Layup Shot,1
1643539,Henri Veesaar,1610612737,Atlanta Hawks,In The Paint (Non-RA),Layup Shot,1
1642484,RayJ Dennis,1610612737,Atlanta Hawks,Above the Break 3,Pullup Jump shot,1
1643720,Jestin Porter,1610612763,Memphis Grizzlies,Restricted Area,Driving Finger Roll Layup Shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,Restricted Area,Layup Shot,1
1643539,Henri Veesaar,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1642045,Devon Higgs,1610612737,Atlanta Hawks,Right Corner 3,Jump Shot,1
1642045,Devon Higgs,1610612737,Atlanta Hawks,Restricted Area,Driving Layup Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1631210,Jacob Toppin,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1643720,Jestin Porter,1610612763,Memphis Grizzlies,Above the Break 3,Step Back Jump shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,Restricted Area,Driving Layup Shot,1
1631210,Jacob Toppin,1610612737,Atlanta Hawks,Restricted Area,Cutting Dunk Shot,1
1643723,Cameron Corhen,1610612737,Atlanta Hawks,In The Paint (Non-RA),Floating Jump shot,1
1643083,Zeke Mayo,1610612737,Atlanta Hawks,Restricted Area,Layup Shot,1
1643652,Jevon Porter,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1631209,Isaiah Wong,1610612737,Atlanta Hawks,In The Paint (Non-RA),Driving Layup Shot,1
1643083,Zeke Mayo,1610612737,Atlanta Hawks,Right Corner 3,Jump Shot,1
1643721,Carson Cooper,1610612763,Memphis Grizzlies,Restricted Area,Driving Layup Shot,1
1643724,Isaac McKneely,1610612737,Atlanta Hawks,Left Corner 3,Jump Shot,1
1642947,Eli Ndiaye,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1643724,Isaac McKneely,1610612737,Atlanta Hawks,Above the Break 3,Step Back Jump shot,1
1643723,Cameron Corhen,1610612737,Atlanta Hawks,In The Paint (Non-RA),Layup Shot,1
1643652,Jevon Porter,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Hook Bank Shot,1
1631209,Isaiah Wong,1610612737,Atlanta Hawks,Restricted Area,Driving Layup Shot,1
1631209,Isaiah Wong,1610612737,Atlanta Hawks,Restricted Area,Driving Layup Shot,1
1643720,Jestin Porter,1610612763,Memphis Grizzlies,Above the Break 3,Step Back Jump shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Layup Shot,1
1643628,Kobe Knox,1610612737,Atlanta Hawks,Restricted Area,Alley Oop Layup shot,1
1643720,Jestin Porter,1610612763,Memphis Grizzlies,Right Corner 3,Jump Shot,1
1643724,Isaac McKneely,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Driving Floating Bank Jump Shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Driving Layup Shot,1
1643628,Kobe Knox,1610612737,Atlanta Hawks,Restricted Area,Driving Hook Shot,1
1643720,Jestin Porter,1610612763,Memphis Grizzlies,Mid-Range,Pullup Jump shot,1
1642045,Devon Higgs,1610612737,Atlanta Hawks,In The Paint (Non-RA),Running Layup Shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,Left Corner 3,Jump Shot,1
1642045,Devon Higgs,1610612737,Atlanta Hawks,Restricted Area,Running Layup Shot,1
1643617,Zach Cleveland,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Driving Layup Shot,1
1642045,Devon Higgs,1610612737,Atlanta Hawks,Left Corner 3,Jump Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Above the Break 3,Pullup Jump shot,1
1631210,Jacob Toppin,1610612737,Atlanta Hawks,Mid-Range,Pullup Jump shot,1
1643721,Carson Cooper,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Running Layup Shot,1
1631210,Jacob Toppin,1610612737,Atlanta Hawks,Mid-Range,Driving Floating Jump Shot,1
1631210,Jacob Toppin,1610612737,Atlanta Hawks,Restricted Area,Tip Layup Shot,1
1643652,Jevon Porter,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1631209,Isaiah Wong,1610612737,Atlanta Hawks,Mid-Range,Turnaround Jump Shot,1
1631209,Isaiah Wong,1610612737,Atlanta Hawks,Mid-Range,Pullup Jump shot,1
1643723,Cameron Corhen,1610612737,Atlanta Hawks,In The Paint (Non-RA),Running Dunk Shot,1
1643652,Jevon Porter,1610612763,Memphis Grizzlies,Left Corner 3,Jump Shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,Restricted Area,Driving Finger Roll Layup Shot,1
1643723,Cameron Corhen,1610612737,Atlanta Hawks,In The Paint (Non-RA),Layup Shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1631210,Jacob Toppin,1610612737,Atlanta Hawks,Restricted Area,Alley Oop Dunk Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1631209,Isaiah Wong,1610612737,Atlanta Hawks,Above the Break 3,Step Back Jump shot,1
1643652,Jevon Porter,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1642045,Devon Higgs,1610612737,Atlanta Hawks,Restricted Area,Running Dunk Shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1643724,Isaac McKneely,1610612737,Atlanta Hawks,Above the Break 3,Jump Shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Pullup Jump shot,1
1643721,Carson Cooper,1610612763,Memphis Grizzlies,Restricted Area,Tip Layup Shot,1
1643539,Henri Veesaar,1610612737,Atlanta Hawks,In The Paint (Non-RA),Driving Layup Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Above the Break 3,Pullup Jump shot,1
