PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,SHOT_ZONE_BASIC,ACTION_TYPE,SHOT_ATTEMPTED_FLAG
1643721,Carson Cooper,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Turnaround Jump Shot,1
1642865,Yaxel Lendeborg,1610612744,Golden State Warriors,Restricted Area,Driving Layup Shot,1
1642865,Yaxel Lendeborg,1610612744,Golden State Warriors,Restricted Area,Tip Layup Shot,1
1642907,Cedric Coward,1610612763,Memphis Grizzlies,Mid-Range,Turnaround Fadeaway shot,1
1643650,Lajae Jones,1610612744,Golden State Warriors,In The Paint (Non-RA),Driving Layup Shot,1
1642865,Yaxel Lendeborg,1610612744,Golden State Warriors,In The Paint (Non-RA),Driving Floating Jump Shot,1
1642865,Yaxel Lendeborg,1610612744,Golden State Warriors,Restricted Area,Tip Layup Shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Above the Break 3,Jump Bank Shot,1
1641732,Colby Jones,1610612744,Golden State Warriors,In The Paint (Non-RA),Driving Layup Shot,1
1642943,Chance McMillian,1610612744,Golden State Warriors,Mid-Range,Jump Shot,1
1642943,Chance McMillian,1610612744,Golden State Warriors,Mid-Range,Driving Floating Bank Jump Shot,1
1641732,Colby Jones,1610612744,Golden State Warriors,Above the Break 3,Jump Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Above the Break 3,Step Back Jump shot,1
1643018,LJ Cryer,1610612744,Golden State Warriors,Mid-Range,Floating Jump shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,Restricted Area,Driving Reverse Layup Shot,1
1641732,Colby Jones,1610612744,Golden State Warriors,In The Paint (Non-RA),Driving Floating Jump Shot,1
1643409,Cameron Boozer,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Layup Shot,1
1643018,LJ Cryer,1610612744,Golden State Warriors,Above the Break 3,Jump Shot,1
1642942,Jahmai Mashack,1610612763,Memphis Grizzlies,Left Corner 3,Jump Shot,1
1642943,Chance McMillian,1610612744,Golden State Warriors,Above the Break 3,Jump Shot,1
1643650,Lajae Jones,1610612744,Golden State Warriors,Above the Break 3,Running Jump Shot,1
1642946,Jacksen Moni,1610612744,Golden State Warriors,Above the Break 3,Jump Shot,1
1643409,Cameron Boozer,1610612763,Memphis Grizzlies,Restricted Area,Layup Shot,1
1643018,LJ Cryer,1610612744,Golden State Warriors,Above the Break 3,Pullup Jump shot,1
1642865,Yaxel Lendeborg,1610612744,Golden State Warriors,In The Paint (Non-RA),Driving Floating Jump Shot,1
1642865,Yaxel Lendeborg,1610612744,Golden State Warriors,Restricted Area,Putback Layup Shot,1
1642942,Jahmai Mashack,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1642954,Will Richard,1610612744,Golden State Warriors,Left Corner 3,Jump Shot,1
1642914,Javon Small,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Driving Finger Roll Layup Shot,1
1643650,Lajae Jones,1610612744,Golden State Warriors,Restricted Area,Driving Layup Shot,1
1643722,Brendan Hausen,1610612763,Memphis Grizzlies,Left Corner 3,Jump Shot,1
1642502,Malevy Leons,1610612744,Golden State Warriors,Restricted Area,Cutting Layup Shot,1
1642907,Cedric Coward,1610612763,Memphis Grizzlies,Right Corner 3,Jump Shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Driving Finger Roll Layup Shot,1
1643650,Lajae Jones,1610612744,Golden State Warriors,Restricted Area,Driving Layup Shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Jump Shot,1
1643018,LJ Cryer,1610612744,Golden State Warriors,In The Paint (Non-RA),Driving Floating Jump Shot,1
1642502,Malevy Leons,1610612744,Golden State Warriors,Right Corner 3,Jump Shot,1
1642914,Javon Small,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Driving Floating Jump Shot,1
1643018,LJ Cryer,1610612744,Golden State Warriors,Above the Break 3,Pullup Jump shot,1
1643018,LJ Cryer,1610612744,Golden State Warriors,Restricted Area,Driving Layup Shot,1
1643409,Cameron Boozer,1610612763,Memphis Grizzlies,Restricted Area,Driving Finger Roll Layup Shot,1
1643018,LJ Cryer,1610612744,Golden State Warriors,In The Paint (Non-RA),Floating Jump shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Turnaround Jump Shot,1
1642865,Yaxel Lendeborg,1610612744,Golden State Warriors,Restricted Area,Driving Layup Shot,1
1641707,Taylor Hendricks,1610612763,Memphis Grizzlies,Left Corner 3,Jump Shot,1
1642954,Will Richard,1610612744,Golden State Warriors,Restricted Area,Driving Layup Shot,1
1642907,Cedric Coward,1610612763,Memphis Grizzlies,In The Paint (Non-RA),Driving Floating Bank Jump Shot,1
1631174,Tyler Burton,1610612763,Memphis Grizzlies,Above the Break 3,Jump Shot,1
1642943,Chance McMillian,1610612744,Golden State Warriors,Above the Break 3,Jump Shot,1
1642907,Cedric Coward,1610612763,Memphis Grizzlies,Restricted Area,Driving Layup Shot,1
1642943,Chance McMillian,1610612744,Golden State Warriors,Above the Break 3,Jump Shot,1
1642914,Javon Small,1610612763,Memphis Grizzlies,Restricted Area,Driving Dunk Shot,1
1642943,Chance McMillian,1610612744,Golden State Warriors,Above the Break 3,Jump Shot,1
1642907,Cedric Coward,1610612763,Memphis Grizzlies,Left Corner 3,Jump Shot,1
