PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,SHOT_ZONE_BASIC,ACTION_TYPE,SHOT_ATTEMPTED_FLAG
27941,Matt Rogers,1610612755,Philadelphia 76ers,In The Paint (Non-RA),Layup Shot,1
27941,Matt Rogers,1610612755,Philadelphia 76ers,Restricted Area,Cutting Layup Shot,1
27938,Isaac Johnson,1610612755,Philadelphia 76ers,Left Corner 3,Jump Shot,1
27940,Dante Maddox Jr.,1610612755,Philadelphia 76ers,Left Corner 3,Jump Shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Restricted Area,Dunk Shot,1
27941,Matt Rogers,1610612755,Philadelphia 76ers,Above the Break 3,Step Back Jump shot,1
1643565,Tamin Lipsey,1610612754,Indiana Pacers,Left Corner 3,Jump Shot,1
1643007,Taelon Peter,1610612754,Indiana Pacers,Right Corner 3,Jump Shot,1
27940,Dante Maddox Jr.,1610612755,Philadelphia 76ers,Above the Break 3,Jump Shot,1
27939,Amani Lyles,1610612755,Philadelphia 76ers,Restricted Area,Layup Shot,1
1643792,Rienk Mast,1610612754,Indiana Pacers,Restricted Area,Driving Layup Shot,1
1643565,Tamin Lipsey,1610612754,Indiana Pacers,Right Corner 3,Jump Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,In The Paint (Non-RA),Driving Floating Jump Shot,1
1643148,Saint Thomas,1610612755,Philadelphia 76ers,Left Corner 3,Jump Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Left Corner 3,Jump Shot,1
1643148,Saint Thomas,1610612755,Philadelphia 76ers,Restricted Area,Driving Layup Shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
1642530,Yuki Kawamura,1610612754,Indiana Pacers,Mid-Range,Pullup Jump shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Above the Break 3,Jump Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Restricted Area,Driving Layup Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Restricted Area,Running Layup Shot,1
1643071,Mylik Wilson,1610612755,Philadelphia 76ers,Above the Break 3,Step Back Jump shot,1
196295986,,1610612755,Philadelphia 76ers,Restricted Area,Driving Layup Shot,1
1642440,Gabe McGlothan,1610612754,Indiana Pacers,Mid-Range,Layup Shot,1
27941,Matt Rogers,1610612755,Philadelphia 76ers,Left Corner 3,Jump Shot,1
1631232,Keion Brooks Jr.,1610612754,Indiana Pacers,In The Paint (Non-RA),Layup Shot,1
1631232,Keion Brooks Jr.,1610612754,Indiana Pacers,Restricted Area,Tip Layup Shot,1
1642530,Yuki Kawamura,1610612754,Indiana Pacers,Above the Break 3,Pullup Jump shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Restricted Area,Layup Shot,1
1642440,Gabe McGlothan,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
196295986,,1610612755,Philadelphia 76ers,Restricted Area,Driving Layup Shot,1
1642440,Gabe McGlothan,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
1643792,Rienk Mast,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Restricted Area,Layup Shot,1
1643552,Braden Smith,1610612754,Indiana Pacers,In The Paint (Non-RA),Fadeaway Jump Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Above the Break 3,Jump Shot,1
1643565,Tamin Lipsey,1610612754,Indiana Pacers,Right Corner 3,Jump Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Restricted Area,Driving Bank Hook Shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Restricted Area,Layup Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,In The Paint (Non-RA),Layup Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Restricted Area,Putback Layup Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Mid-Range,Fadeaway Jump Shot,1
1643792,Rienk Mast,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Right Corner 3,Jump Shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
27940,Dante Maddox Jr.,1610612755,Philadelphia 76ers,Mid-Range,Step Back Jump shot,1
1643792,Rienk Mast,1610612754,Indiana Pacers,Restricted Area,Cutting Layup Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Mid-Range,Jump Shot,1
27940,Dante Maddox Jr.,1610612755,Philadelphia 76ers,Left Corner 3,Jump Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Above the Break 3,Jump Shot,1
1643565,Tamin Lipsey,1610612754,Indiana Pacers,Restricted Area,Running Layup Shot,1
1643575,Duke Miles,1610612755,Philadelphia 76ers,Above the Break 3,Jump Shot,1
1643148,Saint Thomas,1610612755,Philadelphia 76ers,Restricted Area,Running Layup Shot,1
1643565,Tamin Lipsey,1610612754,Indiana Pacers,Left Corner 3,Jump Shot,1
27938,Isaac Johnson,1610612755,Philadelphia 76ers,Above the Break 3,Jump Shot,1
1643627,Keba Keita,1610612754,Indiana Pacers,Restricted Area,Running Alley Oop Dunk Shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
27938,Isaac Johnson,1610612755,Philadelphia 76ers,Above the Break 3,Jump Shot,1
1642440,Gabe McGlothan,1610612754,Indiana Pacers,In The Paint (Non-RA),Cutting Layup Shot,1
196295986,,1610612755,Philadelphia 76ers,Left Corner 3,Running Jump Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Mid-Range,Jump Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,In The Paint (Non-RA),Driving Layup Shot,1
27938,Isaac Johnson,1610612755,Philadelphia 76ers,Left Corner 3,Running Jump Shot,1
1631232,Keion Brooks Jr.,1610612754,Indiana Pacers,Restricted Area,Driving Layup Shot,1
1643575,Duke Miles,1610612755,Philadelphia 76ers,Above the Break 3,Running Pull-Up Jump Shot,1
1631232,Keion Brooks Jr.,1610612754,Indiana Pacers,Left Corner 3,Jump Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Mid-Range,Pullup Jump shot,1
1642440,Gabe McGlothan,1610612754,Indiana Pacers,Restricted Area,Running Layup Shot,1
1631232,Keion Brooks Jr.,1610612754,Indiana Pacers,Above the Break 3,Running Jump Shot,1
1642530,Yuki Kawamura,1610612754,Indiana Pacers,Above the Break 3,Step Back Jump shot,1
27939,Amani Lyles,1610612755,Philadelphia 76ers,Restricted Area,Driving Layup Shot,1
1643071,Mylik Wilson,1610612755,Philadelphia 76ers,Mid-Range,Fadeaway Jump Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Above the Break 3,Jump Shot,1
1643792,Rienk Mast,1610612754,Indiana Pacers,Restricted Area,Layup Shot,1
27940,Dante Maddox Jr.,1610612755,Philadelphia 76ers,Mid-Range,Pullup Jump shot,1
1643552,Braden Smith,1610612754,Indiana Pacers,Mid-Range,Fadeaway Jump Shot,1
1643792,Rienk Mast,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
1642440,Gabe McGlothan,1610612754,Indiana Pacers,Left Corner 3,Jump Shot,1
27940,Dante Maddox Jr.,1610612755,Philadelphia 76ers,Above the Break 3,Step Back Jump shot,1
1643071,Mylik Wilson,1610612755,Philadelphia 76ers,Restricted Area,Running Dunk Shot,1
1642440,Gabe McGlothan,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
1643148,Saint Thomas,1610612755,Philadelphia 76ers,Restricted Area,Running Layup Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Above the Break 3,Jump Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Restricted Area,Layup Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Restricted Area,Tip Layup Shot,1
1643148,Saint Thomas,1610612755,Philadelphia 76ers,Restricted Area,Putback Layup Shot,1
1643792,Rienk Mast,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
1643148,Saint Thomas,1610612755,Philadelphia 76ers,Right Corner 3,Step Back Jump shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Above the Break 3,Jump Shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Restricted Area,Driving Layup Shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Restricted Area,Driving Finger Roll Layup Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Restricted Area,Driving Finger Roll Layup Shot,1
1643007,Taelon Peter,1610612754,Indiana Pacers,Restricted Area,Cutting Layup Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Restricted Area,Cutting Layup Shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Restricted Area,Running Dunk Shot,1
1643007,Taelon Peter,1610612754,Indiana Pacers,Right Corner 3,Running Jump Shot,1
1643552,Braden Smith,1610612754,Indiana Pacers,Restricted Area,Driving Finger Roll Layup Shot,1
27941,Matt Rogers,1610612755,Philadelphia 76ers,Right Corner 3,Jump Shot,1
27940,Dante Maddox Jr.,1610612755,Philadelphia 76ers,Above the Break 3,Jump Shot,1
1643792,Rienk Mast,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Restricted Area,Layup Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Restricted Area,Driving Layup Shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
1643552,Braden Smith,1610612754,Indiana Pacers,Above the Break 3,Jump Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Above the Break 3,Step Back Jump shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Mid-Range,Pullup Jump shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Restricted Area,Running Layup Shot,1
27941,Matt Rogers,1610612755,Philadelphia 76ers,Left Corner 3,Jump Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Above the Break 3,Step Back Jump shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Mid-Range,Pullup Jump shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Mid-Range,Floating Jump shot,1
27940,Dante Maddox Jr.,1610612755,Philadelphia 76ers,Right Corner 3,Jump Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,In The Paint (Non-RA),Jump Shot,1
1641780,Johni Broome,1610612755,Philadelphia 76ers,Restricted Area,Tip Layup Shot,1
1642889,Labaron Philon,1610612755,Philadelphia 76ers,Restricted Area,Running Layup Shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,Restricted Area,Driving Layup Shot,1
1641771,Jalen Slawson,1610612754,Indiana Pacers,In The Paint (Non-RA),Driving Layup Shot,1
1643552,Braden Smith,1610612754,Indiana Pacers,Above the Break 3,Pullup Jump shot,1
